circle_id,waseda_id,名前,メインカテゴリ,サブカテゴリ,活動内容,活動日時・場所,所属人数,設立年,外国人学生の受け入れ,外国人学生歓迎マーク,写真URL,ウェブサイト（学校）,サイトメモ,ウェブサイト（サークル）,Instagram,X,Facebook,LINE,Waseda Weekly,YouTube,TikTok,note,その他のリンク,備考
C0051,3166,バレーボール同好会,スポーツ（球技）,バレーボール,バレーボール同好会は早稲田大学公認のバレーボールサークルです。毎週火曜と隔週で木曜、土曜の週2回、世田谷区や板橋区、清瀬市など都内の体育館を中心にして練習しています。活動は3年生が幹部として運営していて、声が大きい陽気な幹事長、何を言っているかよくわからない副幹事長、一発芸が得意な会計、ちゃらんぽらんなマネージャーなど様々な個性を持っている3年生が日々賑やかな練習を作り上げていて、年に2回行われる同好会リーグを目標に、初心者も経験者も楽しく、真剣にバレーボールに取り組んでいます。男女仲、先輩後輩の仲がとても良く、週末にはよくドライブや遊園地、ビーチバレーなどいろんなところに遊びに行っています。日々の練習の他にも、合宿やスノボ旅行、早慶戦、早関戦などイベントが盛り沢山です。合宿やスノボ旅行は泊まり行事なのでサークル会員みんなとても仲良くなることができます！「大学でバレーボールを始めたい！」、「大学でもバレーボールを続けたい！」また、｢大学で最高の友達を作りたい！｣という新入生の皆さんはぜひ練習や新歓合宿におこしください！,毎週火曜日/18時半〜21時/世田谷区立駒沢中学校/隔週木曜・土曜日/18時〜21時半/清瀬市民体育館・植村加賀記念スポーツセンター・和光市総合体育館など,64人,1962年,1人,なし,https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/A-125_1-940x627.jpg,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3166&lng=en,なし,https://wsdvc.web.fc2.com/,https://www.instagram.com/wvc.60th/,https://twitter.com/wvc60th,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0052,3418,アンカー・バレーボールクラブ,スポーツ（球技）,バレーボール,私たちアンカー・バレーボールクラブは「バレーも遊びも全力で！」をモットーに活動しており、バレーボールの面では西荻窪で火・木、週2回の練習を中心に、世田谷での大会などさまざまな大会に精力的に参加しています。初心者から県選抜の経験者まで幅広く在籍しており、男女別々のコートでプレーしています。遊びの面ではバーベキューやビーチバレー、クリスマスパーティーにディズニーランドなど多くのイベントを企画しています。年に5回の合宿では大会に向けたバレーボールの強化練習の他に、夏には海水浴、冬にはスキー・スノーボードなど季節に合わせた活動も行い、夜にはサークル員同士の親睦を深めるためにレクリエーションも行っています。大学生活を楽しむならぜひアンカーへ！,毎週火曜日・木曜日/18時半〜21時/荻窪中学校,45人,1979年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/40b4803750a3b93e83fa1746efce650c-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/9b0a8d4e345f20903b70635aaf50fa0c-940x705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3418&lng=en,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0053,3583,早大M+,スポーツ（球技）,バレーボール,皆さんこんにちは、バレーボールサークル早大M+です。私たちは所沢キャンパスを中心に毎週火・木曜日にバレーの練習を行っています。学年の隔てなく、全員が楽しくサークルに参加できることを魅力としているので経験者だけでなく、未経験者の方でも最近バレーに興味が湧いてきたなという人は気兼ねなくサークルに立ち寄ってみてください。バレーをする一方でお花見、バーベキューやウインタースポーツなど春夏秋冬、季節さまざまなイベントを多数催しています。また私たちのサークルは外国人留学生を積極的に受け入れていますので外国の言語や文化に触れてみたいという方も体を動かしつつもそうすることができるはずです。大学生活の始まり、何か新しいことを始めてみたいとは思ってもなかなか実行できないことも多いと思います。そんな方はぜひ私たちのサークルに入って多趣味な先輩方と接してみてください。きっと今までにない生活があなたのことを待っているはずです。会員一同新入生の入会を待っています！,毎週火曜日/16時半〜20時/所沢キャンパススポーツホール・毎週木曜日/17時半〜19時半/所沢市内の体育館,38人,2005年,1人,あり,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3583&lng=en,なし,なし,なし,https://twitter.com/wasedamplus,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0054,3402,パディ・ゴルフクラブ,スポーツ（球技）,ゴルフ,"西荻窪駅の練習場で毎週月曜日と木曜日に活動しています！時間は17:00~19:00と19:00~21:00の2部制で、好きな時間に来ることができます！参加も自由です。
/
/
/
/また月に1度、月例を行い、ゴルフ場に行ってゴルフをしています。結果によっては豪華な景品ももらえます！
/
/
/
/合宿は年3回開催しています。夏休みと冬休みに1度ずつ行い、2月にはスキー・スノボに泊まりで行っています！！
/
/
/
/また、当サークルは東日本学生ゴルフ同好会連盟(HGA)に所属しているので、他大学とのゴルフサークルとの交流を図ることもできます。HGAでは春と秋にリーグ戦が開催されていて、パディは昨年、優勝しました！！
/
/
/
/他にも、HGAを通してプロの大会のお手伝いのアルバイト(泊まりこみの短期バイト)に参加することができます。
/
/
/
/間近でプロの迫力あるプレーを見ることができるので、とても貴重な経験ができます。パディに入ったらぜひ参加して下さい！！
/
/
/
/ゴルフ以外にも、納涼船やクリスマスパーティ、忘年会、新年会などのイベントを行っています。
/
/
/
/初心者も経験者も大歓迎です！半分以上は初心者ですので、お気軽に練習に来てください！
/
/
/
/パディに入って人生最高の思い出を作りましょう！！",毎週月曜日・木曜日/17:00~19:00、19:00~21:00/西荻ゴルフセンター,158人,1964年,5人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/8403d2657cd16b78b8d438fd264bd600-940x665.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/710330af117d7b32684645711f0e2dd3-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/0cc4a8bca61dc0d71f68969cdfd51f7e-940x705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3402&lng=en,サークルサイト閉鎖,https://paddygolfclub.boo.jp,https://www.instagram.com/paddygolfclub/,https://twitter.com/wasedapaddygolf,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; ウェブサイト（サークル）: リンク切れ (fetch failed)
C0055,3403,ボギーゴルフクラブ,スポーツ（球技）,ゴルフ,"本サークルは、大半が大学からゴルフを始めた人で構成されています！普段は水曜日16時〜新宿伊勢丹メンズ館で、金曜日は17時〜メトログリーン東陽町で行っています！
/
/
/
/ボギーの強みは比較的少人数であることから、学年を超えて、サークル員全員と仲良くなれることです！週二回の練習と月一回のラウンドに加えて様々なイベントも用意しています！合宿は新歓期の5月と8月、9月の年三回開催します！どの活動も自由参加なので、無理なく続けることができます！また、サークル員同士で個人的にラウンドに行くこともあり、充実した大学生活を送ることができます！
/
/
/
/入会も学年問わず、随時入会可能です！
/
/
/
/ぜひ一度足を運んでいただき、入会を検討してみてください！",毎週水曜日16時新宿伊勢丹メンズ館/毎週金曜日17時メトログリーン東陽町,40人,1982年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/16e2bcb3e94a99f011713504eb8f5a94-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/8be30a8ea9d6c7d5b1e6c5e48a6af68a.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/ccd0f62a29d46aeb45326a6ce36c7c1c-940x529.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/16e2bcb3e94a99f011713504eb8f5a94-290x290.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3403&lng=en,なし,https://bogeygolf2022.mystrikingly.com/,https://www.instagram.com/waseda_bogey/,https://twitter.com/waseda_bogey,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0056,3167,ボウリングクラブ,スポーツ（球技）,その他の球技,"早稲田ボウリングクラブ（WBC）は60年以上の歴史を誇る大学公認のボウリングサークルです。
/
/インカレでもあり、他大学の学生とも多く交流しています！
/
/私たちは、運営を学生自身が行う関東学生ボウリング連盟に早稲田大学として加盟しており、
/
/サークル員はチーム戦や個人戦などいろいろな大会に参加しています。
/
/2016年度、私たちは第6期の黄金期を迎えており、夏の関東学生ボウリング選手権の5人チーム戦で優勝、秋季レギュラーリーグ5人チーム戦で優勝、全日本大学5人チーム戦で準優勝と輝かしい成績を残すことができました。
/
/とはいっても、サークル加盟に必要な資格や経験は特にありません！
/
/大学からボウリングを始める初心者がほとんどなので、経験がなくても全く問題ありません、むしろ大歓迎です！！
/
/週に2回程度練習を行う他、慶應・東大・駒沢・専修・獨協大学などの学生と合同で練習をしたり、
/
/一緒にチームを組んで大会に出たりと他大学とも積極的に交流をしています。
/
/最初はどんなに下手でも、運動センスがなくても上達できるのがボウリングです。
/
/ボウリングの道具やマイボールなど、分からないことは先輩たちがサポートします！
/
/ボールを曲げて200以上のスコアを出してみませんか？ ？
/
/私たち早稲田ボウリングクラブは新歓期だけではなく、年中いつでもあなたのご連絡お待ちしております！",基本毎週月曜日・木曜日　19:00~21:00　　場所：（〜2023年3月）中野サンプラザボウル、（2023年4月〜）高田馬場グランドボウル,約20人,1952年,1人,なし,https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/A-126_0-940x705.jpg,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3167&lng=en,なし,なし,https://www.instagram.com/waseda_bowlclub/,https://twitter.com/waseda_bowlclub,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0057,3168,ポーラーベアーズアイスホッケークラブ,スポーツ（球技）,その他の球技,"早稲田ポーラーベアーズは春秋2回のリーグ戦と決勝トーナメント優勝を目指して日々練習しています。
/
/
/
/経験者はもちろんのこと、初心者も大歓迎です！（初めのうちは経験者プレイヤーがマンツーマンで指導します！）週2回の練習は真剣に取り組んでいますが、練習を終えるとアットホームな雰囲気となっています。プレイヤーはもちろん、マネージャーも募集しております。インスタグラムやツイッターなどのSNSも試合結果の報告だけでなく日常的な投稿も随時更新しているので是非見に来てください！
/
/
/
/私たちと一緒に大学生活最高の思い出を作りましょう！",毎週木曜日/21:00-23:30/三井不動産アイスパーク船橋,40人,1961年,3人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2021/01/20200226_073132150_iOS1.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2021/01/20201201_205738450_iOS1.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2021/01/20201222_212223960_iOS1.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2021/01/20201219_161831680_iOS2.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3168&lng=en,なし,なし,https://www.instagram.com/polar_____bears,https://twitter.com/polar__bears,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0058,3164,卓球同好会(WTTS),スポーツ（球技）,その他の球技,WTTSは創立58年目で早稲田大学唯一の公認卓球サークルです！卓球初心者からインターハイ経験者まで様々なレベルの人がいるので誰でも大歓迎！週2，3回ほどの練習があり、変わった企画を作り楽しく練習をしたり、緩く、時には真剣に卓球に励んでいます！また、初心者の方には専用の係がいるのでご安心を！また各地域で開催されるオープン戦の参加や首都圏にある大学のサークルが集まって試合をする「首都大戦」、サークル内最強を決める「会内試合」等、試合をする機会も多く存在します！そしてWTTSは日本女子大学からも公認で提携をしていて、女性の方や他大学の方も安心して入会でき、大歓迎です！また、早稲田の方も他大学の方と友達になれるチャンスです！色々な方と出会えます！またイベントにも真剣に取り組んでいて、4月の新勧期間には花見やBBQ、みなとみらいを巡る横浜ツアーなどの楽しいイベントがある他、スキー旅行や春・夏に行われる一週間程の合宿など卓球以外でもたくさん楽しい思い出を作れること間違いなし！WTTSに来れば大学生活が充実すること間違いなし！入会はいつでも受け付けています。ぜひ気軽にお越しください！,毎週木、火or金/15時または18時ごろから/学生会館会館E408/新宿コズミックスポーツセンターなど,100人,1962年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/7a760cbd2b5a95e8d4f86b31c71b40b1-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/23d01c826d5f5c054e2dd22199caaf9d-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/bcd1d02cf66a79c78bbd58c5a8c213a5-940x705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3164&lng=en,サークルサイト閉鎖,https://www.waseda-tabletennis-wtts.com/,なし,https://twitter.com/wtts_2020,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; ウェブサイト（サークル）: リンク切れ (fetch failed)
C0059,3422,スポーツラバーズ,スポーツ（球技）,その他の球技,"スポーツラバーズは1972年に創設され、今の幹事代で42代を数える伝統あるサークルです。
/
/毎週火曜日・金曜日に早稲田大学の近くにある体育館でバスケとバレーをしています。
/
/時間は変動する事もありますが、大体17時から19時までの2時間で、バスケ1時間・バレー1時間という形で活動しています。
/
/もちろん経験者もいますが、未経験者もたくさんいるので「楽しむことが最優先」というスポラバルールで高校の体育の授業のようにゆるく楽しみながら活動しています。活動では笑いが絶えないほどみんなで楽しんでいますよ！
/
/男女比は大体半々で、インカレサークルなのでもちろん他大生も大歓迎です。
/
/一緒にスポーツラバーズでバスケ・バレーしませんか？お待ちしていまーす！",毎週火曜日・金曜日/17時/戸山サンライズ,50人,1972年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/a09498b3436e4d8e9f4ee3edc844a7ac-940x626.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/701c634c16a52337844badd852a22dd2.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/f11a1cb386238c7afbe114615532d705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3422&lng=en,なし,なし,なし,https://twitter.com/spo_love,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0060,3419,ミュンヘンハンドボール同好会,スポーツ（球技）,その他の球技,ミュンヘンはハンドボール好きが集う楽しいサークルです！男女先輩後輩関係なし！他大学、専門学校からの参加も受け付けており、誰でも楽しめるアットホームな雰囲気がウリです。春と秋のリーグ戦では、他大学との試合を勝ち抜き毎回好成績を収めています。レギュラー制をとっておらず全員が出場しており、全員ハンドで勝利も手にしているのがミュンヘンの自慢です！初心者もブランクのある人も大歓迎！大学の休み期間には夏合宿、2・3年生による夏旅行、スノボ合宿、春合宿とイベントも本気で楽しんでいます！練習は週に1回とちょうどよく、それ以外の日も有志でご飯を食べに行ったり遊んだりととても仲良しです！新歓期間だけでなく、1年中いつでも新規部員募集しています。ハンドボールをしたいなと思ったら東伏見に来てみてください！,毎週月曜日/18時〜21時/東伏見スポーツホール,60人,1978年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/215e69575ed8ef7bebd6b004b3dce200-940x626.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/06d4d2077eeac1c002157f21a6b78c3e-940x626.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/63d2e8d83c7195f8c299f3d1fee683ef-940x705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3419&lng=en,なし,なし,なし,https://twitter.com/w_munchen_hand,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0061,3423,球愛会,スポーツ（球技）,その他の球技,野球、バスケ、サッカー、テニス、バレーの5種目を各競技月1で行います。早稲田大学内最大規模の多種競技サークルです。雰囲気はアットホームで、和やかなムードで活動しています。加えて、年に7回の合宿があるなど、イベントも盛りだくさんです。大規模サークルならではの、大掛かりな合宿は大いに盛り上がります。さらに、野球では早稲田リーグや統一戦にも毎年出場したり、バレーバスケでは毎年、他の2サークルと合同で早球杯という大会を開いて、日々の活動の成果を発揮しています。活動自体は和やかなため、軽く運動したい人や、運動が苦手な方でも楽しめます。さらに、37代続く長寿サークルでもあり、毎年OB・OG会も開かれ、社会人の先輩方に就職の相談もできます。,不定期,90人,1981年,0人,なし,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3423&lng=en,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0062,3421,スカッシュクラブ,スポーツ（球技）,その他の球技,早稲田大学スカッシュクラブ、通称「早スカ」は早稲田大学唯一のスカッシュサークルです。スカッシュというスポーツは大学から始める人がほとんどなため、初心者の人が大半です。そしてサークルの会員は全員早稲田生であり、もちろんサークルの掛け持ちもOKです！練習も自分のペースで来たい時に参加してもらう形なので、気軽な気持ちでぜひ来てください！そして早スカは普段の練習だけでなく、バーベキューやクリスマスパーティーなどさまざまなイベントも実施します。何といっても目玉は9月に行われる夏合宿です。宿の目の前が海なので、スカッシュの練習もしながらみんなで夏を満喫します！さらに早スカでは全国大会出場者も多数おり、実績も残しています。スカッシュに本気で打ち込むもよし、みんなでイベントを楽しむもよし！それが早稲田大学スカッシュクラブです！,毎週月・水・木・金曜日/15時〜18時/赤羽・白金台・阿佐ヶ谷,140人,1983年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/fb70f284774ec9da40ca8d273f2f6084-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/87c03fcd5bc6c67e3291d3e887341eeb-940x705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3421&lng=en,なし,なし,なし,https://twitter.com/squash_waseda,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0063,3169,ワイヴァーンズ　クリケットクラブ,スポーツ（球技）,その他の球技,"Wyverns Cricket Club（ワイヴァーンズ クリケットクラブ）は、早稲田大学唯一のクリケットサークルです！ 男子・女子ともに全日本学生選手権での優勝経験があり、競技に真剣に取り組みつつも、「日々を楽しもう」をテーマに活動しています。現在71名が所属しており、経験者はもちろん、大学から新しいスポーツを始めたい初心者も大歓迎です。
練習は週3回（水・金・日）行っていますが、強制参加ではありません。自分のペースで参加できるため、学業やバイトとの両立も容易です。 私たちの自慢は、学年や性別を問わない「仲の良さ」です。練習がない日でも一緒にランチを食べたり、合宿、ディズニー、ダーツの旅など、クリケット以外のイベントも盛りだくさんです。
また、留学生も在籍しており、国際交流が自然とできるのもクリケットならではの魅力です。他大学や社会人チームとの交流の機会も豊富にあります。 興味のある方は、ぜひ一度練習やイベントに遊びに来てください！SNS（Instagramなど）で最新情報を発信しています。選手・マネージャー一同、新しい仲間を待っています！",水曜日/13時半/高田馬場　金曜日/随時/早稲田　日曜日/13時/北千住,71人,1990年,2人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2026/04/wai1-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2026/04/wai2-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2026/04/wai3-940x1670.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3169&lng=en,なし,なし,https://www.instagram.com/wyvernscc2026/,https://x.com/wyvernsCC,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0064,3165,バドミントン同好会,スポーツ（球技以外）,バドミントン,大学公認サークル！ オール早稲田で初心者から経験者まで楽しく練習しています。春は新歓レク夏はBBQなどバドミントン以外のイベントも充実！ 年2回の合宿もあります！ 毎年合宿には100人を超える人数が参加し、充実した1週間を過ごします。なんと！ 学生会館には専用の部室も！ 主な活動場所は、江東区スポーツ会館，赤羽体育館，戸田市スポーツセンター、和光市総合体育館です。主な年間行事は4月：新歓アフター、5月：新歓レク、早慶戦野球観戦、6月：シングルス大会、8月：ミックス大会、夏合宿、9月：団体戦、10月：幹事代最終コンパ、11月：ダブルス大会、12月：ミックス大会、2月：春合宿、追い出し試合、3月:最終担当など（1月、7月はテスト期間のため活動はなし）。まだまだここに書ききれないことが山ほどあります！ もちろん他サークルとの対外戦もあり！ 大所帯だからこそたくさんの出会いがある。ぜひ一度練習へ！,週1・2回/ 江東区スポーツ会館、赤羽体育館、戸田市スポーツセンター、和光市総合体育館など,200人,1966年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2020/04/A124_1-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2020/04/A124_2-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2020/04/A124_3-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2020/04/A124_1-290x290.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3165&lng=en,サークルサイト閉鎖,http://wubls43.chicappa.jp/index.html,https://www.instagram.com/wubls/,https://twitter.com/WUBLS,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; ウェブサイト（サークル）: リンク切れ (fetch failed)
C0065,3551,バドミントン同好会Ｊ−Ｂｉｒｄｓ,スポーツ（球技以外）,バドミントン,バドミントン同好会J-Birdsは早稲田大学所沢キャンパスにある唯一のバドミントンサークルです！初心者から熟練者までさまざまなレベルの人が在籍していますが、レベルに関係なく練習を行っています！ 1年に2回開催される早稲田大学内の大会、通称「ダカップ」や、関東バドミントンサークル連盟(UBF)主催の大会、その他地域の大会に向けて日々練習を重ねています。また練習だけではなく、J-Birds内での交流戦「J-Cup」や年3回行われる合宿、その他メンバー自主企画イベントなど、さまざまなイベントも開催しています。ガチあり、ゆるありの自由でアットホームなサークルなので誰でも楽しめること間違いなしです！,毎週火・木・土曜日/16時〜/所沢キャンパススポーツホール,90人,1990年,1人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/c8ebbc795daae898508c396aa672d341.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/695d447bf1efce36b7c968d5a51bfcb1-940x705.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/abfba05df899f3061e7091c9ea916f74-940x705.jpeg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3551&lng=en,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0066,3171,ちょこLet's,スポーツ（球技以外）,バドミントン,ちょこLet'sは飲みなしで、男女比、初心者・経験者比ともに1:1のオール早稲田のバドミントンサークルです。初心者がたくさんいて、経験者の人も優しく教えてくれるので、やったことはなくても少しでもバドミントンに興味があるという方はぜひ新歓練習に参加してみてください！普段の練習はダブルスの試合をしており、部活のようにランニングしたり、練習への参加を強制したり…ということは一切ありません！来たいときに来てバドミントンをする、というスタンスなので、学部や他のサークルなどが忙しい方でも両立できます！また普段の練習も大学近く(主に理工キャンパスの近く)で行っているので、練習場所に行くのに交通費や時間がかかる、ということはありません！バドミントン以外にもクリスマス会や運動会といったイベントも開催しているので、興味のある方はぜひ一度ホームページまでアクセスしてみてください！！,火、水、金、日のうち週2日ほど/夕方から夜にかけて/高田馬場近辺の体育館,200人,2002年,5人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/07/1X14C125-1-14-201607151223-73.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/07/1X14C125-1-15-201607151223-73.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/07/1X14C125-1-16-201607151223-73-940x1253.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3171&lng=en,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0067,3420,ヤングバドミントン同好会,スポーツ（球技以外）,バドミントン,週に1、2回程度の練習をしています。季節にあったイベントも盛りだくさんで、メンバーは皆仲良しです!!,情報なし,50人,情報なし,情報なし,なし,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3420&lng=en,なし,なし,なし,https://twitter.com/wybc0822,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 活動日時・場所なし; 設立年なし; 外国人学生の受け入れなし; 写真URLなし
C0068,3196,競技ダンス部（WBDC）,スポーツ（球技以外）,ダンス,"社交ダンス＋スポーツ＝競技ダンス????
/
/
/
/男女でカップルを組み、踊る姿はまるで映画のワンシーンのよう?一度目にしたら虜になること間違いなしです！
/
/「競技」なので大会も多く行われており、早稲田大学競技ダンス部は関東大会、全国大会でも優秀な成績を納めています。
/
/全国大会ともなると日本中の大学が集まり熱く闘います！！
/
/卒部された先輩方曰く、就活に強いとかなんとか、、
/
/
/
/他大にもダンス友達が沢山できます！
/
/ダンス未経験でも大丈夫！部員の99%は大学から競技ダンスを始めています
/
/未経験からでも優勝を本気で目指せるのが競技ダンス部です！
/
/
/
/大会で着用する美しいドレスや燕尾服も競技ダンス部の魅力のひとつです！
/
/普段の生活では着ることのできない様なドレスや燕尾服を着ることができます。
/
/部員が一眼レフを持って大会に来てくれるので、かっこいい写真も沢山撮れちゃいます??
/
/
/
/優雅で、まるで舞踏会のように舞うスタンダードダンス。激しい愛と情熱を表すラテンダンス。
/
/競技ダンスに入ると姿勢が美しく、男性は凛々しく、女性は引き締まった美しいスタイルになれます！
/
/
/
/早稲田大学競技ダンス部は80年続く、歴史深い部活です！早稲田大学で過ごす学生生活を、競技ダンス部の仲間たちと一緒に熱く踊ってみませんか。
/
/ぜひ一度、気軽に見学に来てください！","練習会 : 毎週火曜@共立女子大学
/
/
/
/
/
/
/
/自主練 :
/
/
/
/木、土曜 @共立女子大
/
/
/
/いつでも @学生会館",55人,1943年,1人,あり,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3196&lng=en,なし,https://ameblo.jp/waseda-ballroomdance/,https://www.instagram.com/wasedaballroom,https://twitter.com/wbdc_waseda,なし,https://line.me/ti/g2/w6zKhQKwnv6o4E-SIPYJ5HOI0wlgg4J578tfEQ,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0069,3755,早稲田大学阿波おどりサークル　早稲田連【Team A．W．A】,スポーツ（球技以外）,ダンス,私たち早稲田連は関東学生合同連の一員として慶應大学、上智大学、中央大学、東京理科大学、明治大学、東洋大学、横浜国立大学とともに徳島や高円寺などで開催されている阿波踊りに参加しています。徳島出身の学生だけでなく様々な地域出身の学生が所属しており、経験者はもちろん、今まで阿波踊りを知らなかった人、他大学や同郷の友だちを作りたい人、どなたでも大歓迎です！ぜひ盆踊りの代表格である阿波踊りに一緒に参加してみませんか？,不定期/学生会館,25人,1963年,0人,なし,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3755&lng=en,なし,https://wasedaren.wixsite.com/wasedaren/blank-2,なし,https://twitter.com/wasedateamawa,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
